yr_built,yr_renovated,house_age,age_after_renovtion,room_bed,room_bath,living_measure,lot_measure,ceil,coast,sight,condition,quality,ceil_measure,basement,zipcode,lat,long,living_measure15,lot_measure15,furnished,total_area,price,Premium_House
1973,0,41,0,3,2.25,2110,7665,1,0,0,4,7,1360,750,98023,47.3082,-122.372,1660,8436,0,9775,305000,0
2015,0,0,0,3,2,1530,1442,3,0,0,3,9,1530,0,98107,47.6692,-122.372,1620,1456,1,2972,649000,0
1960,0,54,0,5,4,3600,14720,1,0,2,5,8,1800,1800,98034,47.7022,-122.227,3600,15358,0,18320,835000,0
1918,0,96,0,1,1,750,4000,1,0,0,3,6,750,0,98136,47.5243,-122.39,1770,4850,0,4750,250000,0
1955,0,59,0,3,1.5,1240,9500,1,0,0,4,7,1240,0,98166,47.4756,-122.35,1845,10125,0,10740,259950,0
1955,0,60,0,3,2.5,1820,16300,1,0,0,4,7,1220,600,98166,47.4582,-122.365,1870,16300,0,18120,453000,0
1987,0,27,0,3,2,1410,8088,1,0,0,3,7,1410,0,98034,47.7303,-122.227,1770,7401,0,9498,410000,0
1956,0,58,0,3,1.75,1270,10790,1,0,0,3,7,1270,0,98033,47.6647,-122.177,1270,10790,0,12060,403000,0
2003,0,11,0,5,3,3610,7555,2,0,0,3,8,3610,0,98038,47.3534,-122.012,3610,7979,0,11165,549900,0
1955,0,60,0,3,1,1250,7700,1,0,0,4,7,1250,0,98007,47.5974,-122.149,1520,7700,0,8950,463000,0
1972,1989,43,26,3,1,1310,8400,1,0,0,3,7,1310,0,98034,47.7253,-122.197,1680,8000,0,9710,375000,0
1989,0,25,0,4,2.5,2770,10274,2,0,0,3,9,2770,0,98029,47.5748,-122.018,2270,7210,1,13044,675750,0
1987,0,27,0,3,1.75,2050,11313,1,0,0,3,7,1520,530,98023,47.2837,-122.358,1620,8065,0,13363,252000,0
1939,0,76,0,4,1,1560,7980,1,0,0,4,7,1170,390,98146,47.5093,-122.387,1570,7980,0,9540,552500,0
1967,0,47,0,3,1,1110,7603,1,0,0,3,7,1110,0,98034,47.7262,-122.224,1260,8094,0,8713,369950,0
1990,0,25,0,3,2.5,2720,7250,2,0,0,3,9,2720,0,98033,47.6894,-122.195,2870,7250,1,9970,910000,0
1952,0,62,0,2,1,930,5400,1,0,0,3,7,930,0,98117,47.6971,-122.372,1050,5400,0,6330,379000,0
1947,0,67,0,3,1.75,1500,6180,1,0,0,4,6,1060,440,98118,47.5689,-122.284,1740,6180,0,7680,440000,0
2008,0,6,0,4,3.5,3990,5267,2,0,0,3,10,3990,0,98006,47.5641,-122.124,3230,6481,1,9257,1080000,0
1947,0,67,0,4,2.75,3540,7091,1.5,0,1,4,8,1970,1570,98199,47.6467,-122.394,2200,6000,0,10631,784000,0
1906,0,108,0,3,1.75,1800,4429,2,0,0,4,7,1800,0,98103,47.6842,-122.357,1310,4429,0,6229,579000,0
2007,0,7,0,3,2.5,1650,2082,3,0,0,3,8,1650,0,98133,47.7108,-122.332,1650,1965,0,3732,378000,0
2011,0,3,0,3,2.5,1580,2765,2,0,0,3,8,1580,0,98126,47.5444,-122.369,1580,1820,0,4345,349900,0
1943,0,71,0,2,1,770,5160,1,0,0,3,6,770,0,98106,47.5304,-122.356,920,5160,0,5930,265000,0
1916,0,98,0,3,1.5,2210,6300,1.5,0,0,5,8,2210,0,98144,47.5892,-122.29,2700,6300,0,8510,799000,0
1947,0,67,0,3,2,1760,9282,1,0,0,5,7,1100,660,98001,47.3413,-122.29,1730,7500,0,11042,215000,0
1951,0,64,0,2,1,820,4234,1,0,1,3,6,820,0,98136,47.5294,-122.386,1550,4236,0,5054,389950,0
1978,0,36,0,5,2.75,2130,5000,1,0,0,5,7,1100,1030,98118,47.5271,-122.274,1340,6837,0,7130,353000,0
1955,0,59,0,3,1,960,8100,1,0,0,3,7,960,0,98155,47.7763,-122.305,1080,8100,0,9060,299000,0
1968,0,47,0,3,1,1230,9660,1,0,0,3,7,1230,0,98053,47.6829,-122.06,1380,10125,0,10890,322000,0
1963,0,51,0,3,2.5,2020,6628,1,0,0,4,7,1250,770,98168,47.4934,-122.332,1540,9995,0,8648,300000,0
1958,0,57,0,3,1,1390,21262,1,0,0,3,7,1390,0,98058,47.4454,-122.185,1560,10800,0,22652,199000,0
1952,0,62,0,4,2.5,2820,5934,1,0,3,5,9,1770,1050,98116,47.5706,-122.403,2230,6000,1,8754,960000,0
1931,0,83,0,3,2,1340,8505,1,0,0,3,6,1340,0,98168,47.4727,-122.297,1370,9000,0,9845,215000,0
1943,1996,72,19,3,3.25,2200,4800,2,0,2,3,7,1910,290,98103,47.6551,-122.353,1410,4800,0,7000,818000,0
1994,0,20,0,3,2.5,1590,3121,2,0,0,3,7,1590,0,98118,47.5515,-122.284,1090,4900,0,4711,299000,0
1955,0,60,0,4,2,2070,9822,1,0,0,5,7,2070,0,98006,47.566,-122.14,1300,9572,0,11892,550000,0
1992,0,22,0,4,2.5,2360,7475,2,0,0,3,8,2360,0,98031,47.4052,-122.17,2280,7570,0,9835,340000,0
1972,0,42,0,4,2.5,2190,11500,1,0,0,4,8,1430,760,98006,47.5668,-122.147,2580,9700,0,13690,699900,0
1979,0,36,0,4,3,1890,35280,1,0,0,3,9,1510,380,98052,47.7112,-122.099,2730,34525,1,37170,597500,0
1977,0,37,0,4,2,1490,5300,1,0,0,3,7,1110,380,98144,47.5949,-122.296,1330,1499,0,6790,425000,0
2005,0,10,0,4,5,4630,24054,2,0,3,3,11,4630,0,98075,47.587,-121.966,4630,17584,1,28684,1430000,1
1994,0,20,0,3,2.5,1610,7223,2,0,0,3,7,1610,0,98030,47.3661,-122.173,1610,7162,0,8833,245000,0
2008,0,6,0,5,3.5,3420,4216,2,0,0,3,9,2520,900,98115,47.6799,-122.304,1420,4500,1,7636,925000,0
1953,0,61,0,2,1,1420,21158,1,0,0,3,7,1420,0,98166,47.4594,-122.359,1220,8625,0,22578,250000,0
1972,0,42,0,4,2.5,2270,9247,1,0,0,5,8,1500,770,98006,47.5602,-122.176,2270,9163,0,11517,619850,0
1937,1994,77,20,4,2.5,3000,7500,2,0,0,3,9,3000,0,98105,47.6571,-122.277,2580,5000,1,10500,1690000,1
1918,0,96,0,3,1.75,1860,5750,1.5,0,0,5,6,1300,560,98116,47.5586,-122.383,1550,5750,0,7610,400000,0
1918,0,97,0,2,1,1410,5000,1,0,2,4,7,940,470,98126,47.5531,-122.379,1450,5000,0,6410,442000,0
1946,0,68,0,4,1.5,1470,5100,1.5,0,0,3,7,1470,0,98117,47.6769,-122.381,1470,5100,0,6570,551000,0
2001,0,13,0,6,7.75,9890,31374,2,0,4,3,13,8860,1030,98039,47.6305,-122.24,4540,42730,1,41264,6890000,1
1968,0,46,0,3,2.25,1610,11920,1,0,0,4,7,1110,500,98032,47.3683,-122.279,1690,11839,0,13530,277000,0
2005,0,10,0,2,1.5,690,1058,2,0,0,3,7,690,0,98103,47.6951,-122.343,690,1058,0,1748,245000,0
1958,0,56,0,4,3,3330,4000,1,0,0,3,8,1790,1540,98103,47.6559,-122.344,1610,4000,0,7330,850000,0
1964,0,50,0,5,2.5,2910,9636,1,0,0,4,7,1690,1220,98008,47.5803,-122.119,2830,10385,0,12546,530000,0
1988,0,26,0,3,2.5,1670,5797,2,0,0,3,7,1670,0,98030,47.3505,-122.179,1670,6183,0,7467,260000,0
1964,0,51,0,6,2.5,2270,11970,1,0,0,3,7,1470,800,98011,47.7722,-122.204,2270,10640,0,14240,435000,0
1961,0,53,0,3,1,1410,40500,1,0,0,4,7,1410,0,98092,47.3199,-122.1,1570,40500,0,41910,288000,0
1948,0,67,0,2,1,1250,5880,1,0,0,3,6,900,350,98117,47.6908,-122.391,1520,5020,0,7130,425000,0
1987,0,27,0,8,3.75,3460,4600,2,0,0,3,7,2860,600,98105,47.6617,-122.289,2170,3750,0,8060,808000,0
1965,0,50,0,3,2.25,1950,26500,1,0,0,4,8,1570,380,98006,47.5784,-122.179,2160,12751,0,28450,550000,0
1988,0,27,0,3,2.75,3270,39586,1.5,0,0,3,11,3270,0,98077,47.731,-122.078,3480,35998,1,42856,875000,0
1979,0,36,0,3,2.25,2070,7225,1,0,0,3,8,1690,380,98042,47.3551,-122.148,2070,7400,0,9295,300000,0
1987,0,28,0,3,2.5,1830,8022,2,0,0,3,8,1830,0,98074,47.6198,-122.044,2030,7736,0,9852,532000,0
1989,0,25,0,4,2.5,2820,39413,2,0,0,4,9,2820,0,98092,47.3064,-122.1,2910,39413,1,42233,465000,0
1947,0,67,0,5,1.75,2860,12293,1,0,0,4,8,1430,1430,98133,47.7385,-122.348,1920,18110,0,15153,411000,0
1902,1979,112,35,3,1,1510,4178,2,0,0,3,8,1510,0,98103,47.6849,-122.335,2140,4916,0,5688,799000,0
1957,0,58,0,3,2,1430,12430,1,0,0,4,7,1430,0,98056,47.4903,-122.178,1200,8250,0,13860,305000,0
1996,0,18,0,3,2,1130,9879,2,0,0,3,6,1130,0,98053,47.635,-121.964,1900,14907,0,11009,340000,0
2013,0,1,0,5,3,2630,3149,2,0,0,3,8,1670,960,98056,47.5065,-122.171,2240,4825,0,5779,420000,0
2003,0,11,0,2,2,1870,6275,1,0,0,3,8,1870,0,98053,47.7108,-122.031,1670,5200,0,8145,579000,0
1976,0,39,0,2,2.5,3010,16050,1,0,3,4,9,1260,1750,98006,47.5643,-122.16,3010,11612,1,19060,998160,0
1998,0,16,0,3,2.5,2440,7632,2,0,0,3,8,2440,0,98003,47.3494,-122.301,2510,7903,0,10072,335000,0
1958,0,56,0,3,2.25,2090,10733,1,0,0,3,7,1440,650,98115,47.6971,-122.281,1740,8100,0,12823,491950,0
2002,0,12,0,4,2.5,1960,7133,2,0,0,3,7,1960,0,98056,47.4941,-122.19,1960,6705,0,9093,369990,0
2007,0,7,0,4,2.5,3420,17038,2,0,0,3,9,3420,0,98034,47.718,-122.241,2520,14190,1,20458,720000,0
1987,0,27,0,4,2.5,3160,16564,2,0,0,3,10,3160,0,98074,47.6365,-122.04,3160,12415,1,19724,795000,0
1925,0,89,0,3,1,1410,5120,1.5,0,0,3,6,1210,200,98106,47.5238,-122.355,1330,5120,0,6530,294350,0
1979,0,35,0,3,1.75,1790,7485,1,0,0,4,8,1330,460,98023,47.3118,-122.34,1970,8097,0,9275,263000,0
1965,1987,50,28,4,1.5,2290,10372,1,0,0,3,7,1510,780,98033,47.6888,-122.199,1900,8109,0,12662,776500,0
1963,0,52,0,3,1,1140,10320,1,0,0,4,7,1140,0,98034,47.7168,-122.196,1140,10412,0,11460,379000,0
1968,0,46,0,3,1,1220,6000,1,0,0,4,7,1220,0,98002,47.3245,-122.209,1420,6000,0,7220,213500,0
1928,0,86,0,4,2.5,2980,13341,1.5,1,4,5,8,1800,1180,98034,47.704,-122.245,2340,19810,0,16321,1600000,1
1939,0,75,0,1,1,640,6350,1,0,0,3,5,640,0,98117,47.6976,-122.359,1270,6350,0,6990,279200,0
1980,0,35,0,3,2.25,1590,8520,2,0,0,4,8,1590,0,98004,47.6477,-122.216,2470,12005,0,10110,1210000,1
1989,0,25,0,3,2.5,1780,6527,2,0,0,3,8,1780,0,98092,47.2578,-122.217,2040,8840,0,8307,265000,0
1958,0,56,0,3,1,1300,7975,1,0,0,4,7,1300,0,98008,47.611,-122.122,1570,9075,0,9275,415000,0
1994,0,20,0,3,2.5,1680,10300,2,0,0,4,7,1680,0,98010,47.314,-122.001,1680,9849,0,11980,262000,0
1919,0,96,0,3,2.5,2100,2200,2,0,0,4,7,1500,600,98122,47.614,-122.294,1750,4400,0,4300,720000,0
1961,0,54,0,4,2.25,2160,9525,1,0,0,3,8,1080,1080,98040,47.5651,-122.221,2780,9525,0,11685,750000,0
1943,0,71,0,2,1,1250,5650,2,0,1,4,7,1250,0,98126,47.5495,-122.377,1210,5650,0,6900,463000,0
1997,0,18,0,4,2.75,2420,8438,2,0,0,3,8,2420,0,98022,47.2089,-122.011,2270,8770,0,10858,329990,0
1969,0,45,0,3,1,920,6460,1,0,0,5,6,920,0,98042,47.3665,-122.082,920,4770,0,7380,189950,0
1949,0,66,0,3,1,940,12521,1.5,0,0,4,7,940,0,98133,47.7169,-122.331,1920,9046,0,13461,430000,0
1962,0,52,0,3,2,2700,6120,1,0,0,4,8,1350,1350,98115,47.6731,-122.327,1700,4590,0,8820,910000,0
2003,0,11,0,3,2.5,2020,5613,2,0,0,3,7,2020,0,98053,47.6835,-122.035,2020,4609,0,7633,528000,0
1958,0,56,0,4,1.75,2580,19607,1,0,2,4,8,1290,1290,98056,47.5067,-122.197,1970,9569,0,22187,383000,0
1955,0,59,0,4,1.5,1620,5444,1.5,0,0,3,8,1620,0,98125,47.7065,-122.297,1620,6912,0,7064,451000,0
1907,0,107,0,2,1.5,1210,5000,1.5,0,0,5,6,1210,0,98117,47.6793,-122.397,1570,5000,0,6210,615000,0
2011,0,4,0,2,2.5,2470,609,3,0,0,3,11,1910,560,98112,47.6182,-122.312,2440,1229,1,3079,1230000,1
1964,0,51,0,3,2,1930,10929,1,0,0,3,8,1260,670,98155,47.7657,-122.272,2030,8750,0,12859,570000,0
1937,0,78,0,4,2,2040,5050,1,0,0,5,7,1160,880,98115,47.6885,-122.324,2040,5050,0,7090,705000,0
1981,0,33,0,3,2.25,2120,9297,2,0,0,4,8,2120,0,98006,47.5561,-122.154,2620,10352,0,11417,720000,0
1937,0,77,0,3,2,1530,5401,1,0,0,4,7,1530,0,98115,47.686,-122.304,1640,5467,0,6931,570000,0
1950,0,64,0,4,1,1280,8316,1,0,0,3,6,1280,0,98168,47.4989,-122.302,1310,7830,0,9596,239000,0
1973,0,42,0,3,1.75,1690,48096,1,0,0,3,7,1690,0,98053,47.6745,-122.061,2070,35160,0,49786,500000,0
1950,1996,65,19,3,2,1470,6000,1,0,0,3,8,1090,380,98033,47.6829,-122.202,1880,7799,0,7470,630000,0
1920,0,95,0,4,2,2290,9200,1.5,0,0,3,7,2290,0,98166,47.4678,-122.363,2140,9200,0,11490,390000,0
1956,0,58,0,3,1.75,1570,15330,1,0,0,3,7,1080,490,98166,47.4608,-122.34,1250,13330,0,16900,164950,0
2009,0,6,0,4,2.5,2680,4548,2,0,0,3,8,2680,0,98052,47.7073,-122.114,2750,4548,0,7228,750000,0
1926,0,88,0,3,2,1940,4500,1,0,3,3,7,1090,850,98107,47.6659,-122.359,1700,4500,0,6440,700000,0
1940,0,74,0,2,1.75,1660,4000,1,0,0,3,7,990,670,98112,47.6394,-122.28,2070,4000,0,5660,765000,0
1984,0,31,0,3,1.5,1500,5111,2,0,0,5,8,1500,0,98122,47.6118,-122.284,2380,4519,0,6611,765000,0
1959,0,55,0,5,1.75,1770,15525,1,0,0,4,7,1770,0,98059,47.5025,-122.142,1370,10395,0,17295,200000,0
1903,1994,112,21,1,0.75,850,5600,1,0,2,3,6,850,0,98019,47.7654,-121.48,900,12250,0,6450,170000,0
1974,0,40,0,4,1.75,2360,11300,1,0,0,4,9,2360,0,98006,47.5728,-122.163,2290,11951,1,13660,732000,0
1950,0,64,0,2,1.5,1660,4000,1,0,0,3,7,1000,660,98115,47.6832,-122.304,1570,5500,0,5660,410000,0
2008,0,6,0,2,2.25,1180,1253,2,0,0,3,8,840,340,98122,47.6124,-122.309,1310,1963,0,2433,419000,0
1959,0,55,0,3,1.75,1490,9844,1,0,0,4,7,1190,300,98155,47.7626,-122.297,1840,10150,0,11334,411000,0
1986,0,29,0,4,1.75,1770,7336,1,0,0,4,8,1770,0,98058,47.4265,-122.163,2030,8183,0,9106,350000,0
1976,0,38,0,3,1.75,1750,11461,2,0,0,4,7,1750,0,98002,47.3173,-122.21,2140,11276,0,13211,232603,0
1947,0,67,0,4,1,1300,6030,1.5,0,0,3,6,1300,0,98168,47.4778,-122.286,1240,6900,0,7330,175000,0
1944,0,70,0,2,1,560,7560,1,0,0,3,6,560,0,98126,47.5271,-122.375,990,7560,0,8120,249900,0
1994,0,21,0,3,2.5,2050,4976,2,0,0,3,8,2050,0,98029,47.5689,-121.995,2050,5153,0,7026,535500,0
1940,0,75,0,3,1.75,1570,4375,1,0,0,3,7,970,600,98116,47.5889,-122.389,1790,5750,0,5945,560000,0
1980,0,34,0,4,3,4500,21780,2,0,2,3,9,3040,1460,98040,47.5581,-122.213,3540,20473,1,26280,870000,0
1986,0,28,0,4,2.5,2730,36183,2,0,0,3,9,2730,0,98052,47.7036,-122.127,2710,5964,1,38913,760000,0
1996,0,18,0,3,2.5,1710,12677,2,0,0,3,8,1710,0,98028,47.75,-122.234,1610,12160,0,14387,431000,0
2006,0,8,0,2,2.5,1380,953,3,0,0,3,9,1380,0,98103,47.6654,-122.355,1430,3400,1,2333,549000,0
2005,0,9,0,3,2.5,1850,1499,2.5,0,0,3,9,1790,60,98199,47.6475,-122.396,1770,1539,1,3349,535000,0
2004,0,10,0,2,2,1360,3300,2,0,0,3,6,1360,0,98038,47.3489,-122.022,1310,3300,0,4660,222000,0
1945,0,69,0,2,1,880,6780,1,0,0,4,6,880,0,98178,47.5009,-122.248,1190,6780,0,7660,205425,0
1922,1984,93,31,2,1,1240,12092,1,0,0,3,6,960,280,98146,47.4957,-122.352,1820,7460,0,13332,240500,0
1979,0,35,0,4,2.5,2870,9292,2,0,0,3,8,2540,330,98058,47.4522,-122.123,2590,7533,0,12162,399000,0
1953,0,62,0,2,1,1210,10000,1,0,0,3,7,1210,0,98148,47.4402,-122.333,1620,10959,0,11210,222200,0
1990,0,24,0,4,2.5,2400,6137,2,0,0,3,8,2400,0,98074,47.6187,-122.04,2120,7468,0,8537,575000,0
1996,0,19,0,3,2.5,1830,8133,1,0,0,3,8,1390,440,98028,47.7478,-122.247,2310,11522,0,9963,510000,0
1943,0,72,0,2,1,1420,16400,1.5,0,0,4,6,1420,0,98023,47.3221,-122.344,1900,16400,0,17820,306500,0
1915,0,99,0,4,2,1680,2600,1,0,0,5,7,840,840,98107,47.6648,-122.363,1680,3340,0,4280,555000,0
1985,0,30,0,3,2,1790,11430,1,0,0,3,7,1190,600,98074,47.6319,-122.035,1700,12114,0,13220,525000,0
1960,0,54,0,5,3.25,2590,6180,1,0,0,3,7,1330,1260,98118,47.551,-122.272,1560,6180,0,8770,599000,0
1975,0,39,0,4,2.25,2470,7800,1,0,0,3,8,1470,1000,98052,47.6913,-122.115,2050,8050,0,10270,515000,0
1949,0,66,0,3,1,1530,19007,1,0,0,4,8,1290,240,98166,47.4508,-122.352,2090,20962,0,20537,439000,0
2007,0,7,0,3,2.5,1790,2375,3,0,0,3,8,1790,0,98107,47.6726,-122.38,1450,2400,0,4165,670950,0
1984,0,30,0,2,1.5,1010,2102,2,0,0,3,7,1010,0,98119,47.6374,-122.375,1480,2632,0,3112,370000,0
1966,0,49,0,4,1,1770,7345,1.5,0,0,3,7,1770,0,98106,47.5393,-122.351,1580,7345,0,9115,275000,0
1959,0,55,0,2,1,810,8424,1,0,0,4,6,810,0,98023,47.3286,-122.346,820,8424,0,9234,170000,0
1954,0,60,0,3,2,1940,55756,1,0,0,5,9,1940,0,98007,47.5913,-122.149,2330,10018,1,57696,732000,0
2004,0,11,0,5,2.5,2400,4564,2,0,0,3,7,2400,0,98042,47.369,-122.126,1880,4109,0,6964,268000,0
1961,0,53,0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,98092,47.2909,-122.189,1590,8165,0,11060,305000,0
1995,0,19,0,3,2,1320,1298,3,0,0,3,7,1320,0,98117,47.6959,-122.376,1380,1503,0,2618,350000,0
1987,0,27,0,3,1.75,1210,9635,1,0,0,4,7,1210,0,98019,47.7382,-121.98,1550,10707,0,10845,340000,0
2005,0,10,0,4,2.5,3090,5600,2,0,0,3,9,3090,0,98075,47.597,-121.979,3080,5788,1,8690,708000,0
1965,0,49,0,3,1.75,1660,8208,1,0,0,4,8,1660,0,98005,47.5919,-122.154,2210,11000,0,9868,490000,0
1969,0,45,0,3,1,1040,9514,1,0,0,4,7,1040,0,98059,47.4936,-122.102,1040,9514,0,10554,299000,0
2008,0,6,0,3,2.5,1820,1866,2,0,0,3,8,1570,250,98166,47.4643,-122.346,1660,6900,0,3686,327500,0
1960,0,54,0,4,2,2080,6360,1,0,0,3,7,1330,750,98118,47.5392,-122.278,2080,6741,0,8440,352800,0
1910,0,105,0,3,3.25,2460,4182,2,0,0,5,8,2100,360,98115,47.6782,-122.311,2370,4284,0,6642,990000,0
1968,1990,46,24,3,4.5,4380,47044,2,1,3,3,9,3720,660,98166,47.4734,-122.365,2460,18512,1,51424,995000,0
1997,0,18,0,3,2.5,1910,4755,2,0,0,3,8,1910,0,98059,47.4956,-122.162,2460,6099,0,6665,390000,0
2005,0,9,0,4,2.5,2470,5100,2,0,0,3,8,2470,0,98038,47.3622,-122.041,2240,5123,0,7570,337000,0
1997,0,17,0,4,2.5,2350,8182,2,0,0,3,8,2350,0,98042,47.3697,-122.106,2330,7000,0,10532,367000,0
1947,0,67,0,2,2.25,3900,14864,1,0,3,3,8,1950,1950,98144,47.5884,-122.291,2580,5184,0,18764,1070000,0
2009,0,5,0,3,3,1950,1983,3,0,0,3,9,1610,340,98004,47.6078,-122.202,2040,2131,1,3933,785000,0
2003,0,11,0,4,3,2740,2811,2,0,0,3,8,2240,500,98072,47.7738,-122.158,2740,3596,0,5551,495000,0
1938,0,76,0,4,2.25,2020,4960,2,0,0,3,7,1710,310,98117,47.6867,-122.369,1590,4550,0,6980,490000,0
1947,0,67,0,3,1.5,1390,5040,1,0,0,3,7,1090,300,98105,47.6611,-122.282,1910,4800,0,6430,589000,0
2014,0,0,0,5,3.5,2920,3000,2,0,0,3,9,2260,660,98103,47.6846,-122.349,1580,4000,1,5920,1070000,0
1926,0,88,0,2,1,940,15450,1,0,0,4,6,940,0,98070,47.4408,-122.461,1370,34820,0,16390,252000,0
2008,0,6,0,3,3,1290,1112,3,0,0,3,7,1290,0,98125,47.7282,-122.296,1230,9000,0,2402,305000,0
1961,0,53,0,4,2.25,2940,48788,1,0,0,5,7,1520,1420,98028,47.7422,-122.245,2470,14900,0,51728,605000,0
1971,0,43,0,3,1.5,1900,43186,1.5,0,0,4,7,1300,600,98038,47.4199,-121.99,2080,108028,0,45086,427500,0
1995,0,20,0,3,2.5,1530,3984,2,0,0,3,8,1530,0,98029,47.569,-122.007,1720,4005,0,5514,467000,0
1997,0,17,0,4,3.75,5150,453895,2,0,3,3,11,4360,790,98053,47.6795,-121.991,2500,215186,1,459045,2140000,1
1947,1984,68,31,3,2.75,3130,19530,1,1,4,3,8,1690,1440,98008,47.5895,-122.111,2980,18782,0,22660,1400000,1
1956,0,59,0,2,1,1700,6718,1,0,2,3,7,1230,470,98198,47.4131,-122.331,2040,7500,0,8418,340000,0
1987,0,27,0,3,2,1390,8250,1,0,0,3,7,1390,0,98042,47.3707,-122.094,1390,7875,0,9640,245000,0
1936,0,79,0,5,2,2020,67953,1.5,0,0,4,7,1620,400,98178,47.4891,-122.263,1270,13198,0,69973,287500,0
1953,0,61,0,3,1,1440,4268,1,0,0,3,7,1040,400,98108,47.5468,-122.293,1370,4268,0,5708,285000,0
1967,0,47,0,3,1.75,1180,16552,1,0,0,4,7,1180,0,98072,47.7426,-122.116,2780,45302,0,17732,390000,0
2008,0,6,0,3,3.5,1240,1666,2,0,0,3,7,1000,240,98136,47.5496,-122.388,1110,1027,0,2906,402000,0
1969,0,46,0,3,1,1200,10080,1,0,0,4,7,1200,0,98042,47.3261,-122.135,1230,9800,0,11280,186000,0
1968,0,47,0,4,1.75,1820,9824,1,0,0,5,7,1820,0,98042,47.3833,-122.093,1410,11013,0,11644,261000,0
2002,0,13,0,3,2.5,2550,6021,2,0,0,3,7,2550,0,98030,47.3828,-122.211,2080,6021,0,8571,353000,0
2014,0,0,0,3,2.25,1270,1566,2,0,0,3,8,1060,210,98105,47.6647,-122.284,1160,1327,0,2836,625504,0
1941,0,73,0,4,1,1300,18836,1,0,0,4,7,1300,0,98056,47.5029,-122.188,1540,8498,0,20136,321000,0
2008,0,7,0,3,2.5,1500,1119,3,0,2,3,7,1110,390,98109,47.6327,-122.346,1500,1057,0,2619,605000,0
1929,0,86,0,4,1.5,3520,4933,1.5,0,0,4,8,2270,1250,98108,47.5655,-122.315,1710,5400,0,8453,589500,0
1988,0,26,0,3,2.25,2090,8095,2,0,2,3,10,2090,0,98136,47.5287,-122.385,1940,5635,1,10185,550000,0
1999,0,15,0,4,2.5,3720,8633,2,0,0,3,10,3720,0,98074,47.6085,-122.013,3515,9660,1,12353,820000,0
1956,0,59,0,2,1,1010,7200,1,0,0,3,6,1010,0,98166,47.4815,-122.339,1290,9000,0,8210,200000,0
1963,0,51,0,3,2,2020,8118,1,0,0,3,7,1020,1000,98008,47.5866,-122.118,1670,8118,0,10138,507500,0
1929,2012,86,3,3,3,1670,4120,1.5,0,0,3,7,1140,530,98055,47.4881,-122.199,1010,4120,0,5790,294000,0
1978,1993,36,21,4,1.75,1650,6900,1,0,0,3,7,910,740,98002,47.2802,-122.211,1540,7645,0,8550,238000,0
1943,0,71,0,2,1,700,6000,1,0,0,3,6,700,0,98055,47.4671,-122.212,1320,6000,0,6700,225000,0
1989,0,25,0,4,2.5,2160,7000,2,0,0,4,9,2160,0,98029,47.5659,-122.013,2300,7440,1,9160,653000,0
2002,0,12,0,3,3,2260,1825,2,0,0,3,8,1660,600,98122,47.6108,-122.308,2260,1834,0,4085,660000,0
1979,0,35,0,4,2.25,2010,7688,1,0,0,3,8,1170,840,98023,47.3086,-122.396,1990,7688,0,9698,229000,0
1917,0,98,0,2,1,930,5760,1,0,0,3,6,730,200,98118,47.5598,-122.266,1970,5760,0,6690,479500,0
1941,0,74,0,4,2,1610,4770,1,0,0,4,7,1230,380,98126,47.5333,-122.381,1180,6120,0,6380,495000,0
2007,0,7,0,3,3.5,1480,1077,2,0,0,3,7,1300,180,98109,47.5421,-122.322,1140,2003,0,2557,216650,0
1976,0,38,0,4,2.25,2530,9200,1,0,0,5,9,1570,960,98006,47.5612,-122.152,3030,9400,1,11730,902000,0
1990,0,24,0,3,2.5,2100,213008,1,0,0,3,8,2100,0,98092,47.2984,-122.144,1330,214315,0,215108,506000,0
1951,0,63,0,2,1,840,6654,1,0,0,3,7,840,0,98133,47.7319,-122.335,1350,5831,0,7494,130000,0
2005,0,9,0,4,2.5,3190,7941,2,0,0,3,10,3190,0,98038,47.353,-122.002,3190,7255,1,11131,589450,0
1924,2014,90,0,4,1,3390,4500,1.5,0,0,3,8,2190,1200,98144,47.5824,-122.293,2030,4872,0,7890,780000,0
2002,0,12,0,3,2.5,2620,4800,2,0,0,3,7,2620,0,98053,47.6849,-122.037,2400,4756,0,7420,597500,0
1999,0,16,0,3,2.75,1890,3938,2,0,0,3,8,1890,0,98065,47.5336,-121.867,1890,4142,0,5828,475000,0
1968,0,46,0,4,1.75,2020,7840,1,0,0,3,7,1010,1010,98003,47.3309,-122.299,1750,8140,0,9860,220000,0
1950,0,65,0,2,1.5,1670,6000,1,0,0,3,7,1090,580,98119,47.6517,-122.374,1670,6000,0,7670,612125,0
2001,0,13,0,4,3,3150,6175,2,0,0,3,9,3150,0,98075,47.5968,-122.017,3150,6986,1,9325,680000,0
1929,0,85,0,3,1,1800,4005,1.5,0,0,4,7,1160,640,98117,47.6876,-122.38,1240,4005,0,5805,556000,0
2004,0,10,0,4,2.5,2600,6015,2,0,0,3,8,2600,0,98075,47.5971,-122.031,2910,5305,0,8615,641000,0
2004,0,11,0,3,2.5,1700,4125,2,0,0,3,7,1700,0,98065,47.5305,-121.854,1970,4105,0,5825,403000,0
1951,0,64,0,2,1,850,6370,1,0,0,3,6,850,0,98126,47.5198,-122.373,850,5170,0,7220,250000,0
